ANÁLISIS COMPLETO DE RAÍCES DIGITALES - PRIMOS DE SOPHIE GERMAIN
Límite de búsqueda: 10000000
Total de primos encontrados: 56032
Fecha de análisis: 2025-07-30T12:26:03.856
================================================================================

TABLA COMPLETA DE RESULTADOS
----------------------------------------
p	2p+1	raíz(p)	raíz(2p+1)
575579	1151159	2	5
575651	1151303	2	5
575699	1151399	5	2
575903	1151807	2	5
576671	1153343	5	2
576683	1153367	8	8
576731	1153463	2	5
576743	1153487	5	2
576899	1153799	8	8
577169	1154339	8	8
577463	1154927	5	2
577589	1155179	5	2
577931	1155863	5	2
578183	1156367	5	2
578213	1156427	8	8
578453	1156907	5	2
578621	1157243	2	5
578789	1157579	8	8
579503	1159007	2	5
579539	1159079	2	5
579563	1159127	8	8
579569	1159139	5	2
579629	1159259	2	5
579641	1159283	5	2
579893	1159787	5	2
579983	1159967	5	2
580259	1160519	2	5
580529	1161059	2	5
580553	1161107	8	8
580631	1161263	5	2
581183	1162367	8	8
581429	1162859	2	5
581573	1163147	2	5
581753	1163507	2	5
581891	1163783	5	2
581921	1163843	8	8
582161	1164323	5	2
582209	1164419	8	8
582251	1164503	5	2
582299	1164599	8	8
582551	1165103	8	8
582563	1165127	2	5
582689	1165379	2	5
582821	1165643	8	8
582899	1165799	5	2
582971	1165943	5	2
583013	1166027	2	5
583301	1166603	2	5
583403	1166807	5	2
583493	1166987	5	2
583673	1167347	5	2
583769	1167539	2	5
583853	1167707	5	2
584261	1168523	8	8
584399	1168799	2	5
584429	1168859	5	2
584663	1169327	5	2
584873	1169747	8	8
584879	1169759	5	2
585341	1170683	8	8
585671	1171343	5	2
585911	1171823	2	5
585989	1171979	8	8
586073	1172147	2	5
586139	1172279	5	2
586403	1172807	8	8
586433	1172867	2	5
586769	1173539	5	2
586793	1173587	2	5
586871	1173743	8	8
586973	1173947	2	5
586979	1173959	8	8
587123	1174247	8	8
587381	1174763	5	2
587441	1174883	2	5
587459	1174919	2	5
587519	1175039	8	8
587549	1175099	2	5
587621	1175243	2	5
587633	1175267	5	2
587693	1175387	2	5
587789	1175579	8	8
587813	1175627	5	2
587969	1175939	8	8
588011	1176023	5	2
588383	1176767	8	8
588389	1176779	5	2
588509	1177019	8	8
588881	1177763	2	5
589181	1178363	5	2
589241	1178483	2	5
589349	1178699	2	5
589481	1178963	8	8
589601	1179203	2	5
589643	1179287	8	8
589763	1179527	2	5
590021	1180043	8	8
590123	1180247	2	5
590321	1180643	2	5
590363	1180727	8	8
590399	1180799	8	8
590489	1180979	8	8
590753	1181507	2	5
590963	1181927	5	2
591581	1183163	2	5
591599	1183199	2	5
592061	1184123	5	2
592121	1184243	2	5
592199	1184399	8	8
592451	1184903	8	8
592463	1184927	2	5
592589	1185179	2	5
592643	1185287	2	5
592649	1185299	8	8
592853	1185707	5	2
593501	1187003	5	2
593783	1187567	8	8
593933	1187867	5	2
593969	1187939	5	2
594179	1188359	8	8
594449	1188899	8	8
594563	1189127	5	2
594911	1189823	2	5
594953	1189907	8	8
594959	1189919	5	2
595139	1190279	5	2
595253	1190507	2	5
595319	1190639	5	2
595949	1191899	5	2
595961	1191923	8	8
596093	1192187	5	2
596279	1192559	2	5
596423	1192847	2	5
596633	1193267	5	2
596741	1193483	5	2
596831	1193663	5	2
596933	1193867	8	8
597221	1194443	8	8
597353	1194707	5	2
598421	1196843	2	5
598463	1196927	8	8
598883	1197767	5	2
598973	1197947	5	2
599213	1198427	2	5
599303	1198607	2	5
599321	1198643	2	5
599519	1199039	2	5
599561	1199123	8	8
599591	1199183	2	5
599831	1199663	8	8
599939	1199879	8	8
599999	1199999	5	2
600221	1200443	2	5
600233	1200467	5	2
600623	1201247	8	8
600641	1201283	8	8
600791	1201583	5	2
600893	1201787	8	8
600959	1201919	2	5
601031	1202063	2	5
601193	1202387	2	5
601241	1202483	5	2
601313	1202627	5	2
601589	1203179	2	5
601631	1203263	8	8
601889	1203779	5	2
601943	1203887	5	2
601949	1203899	2	5
602411	1204823	5	2
602513	1205027	8	8
602729	1205459	8	8
602831	1205663	2	5
602909	1205819	8	8
602951	1205903	5	2
602999	1205999	8	8
603131	1206263	5	2
603173	1206347	2	5
603191	1206383	2	5
603203	1206407	5	2
603521	1207043	8	8
603689	1207379	5	2
603719	1207439	8	8
603989	1207979	8	8
604013	1208027	5	2
604223	1208447	8	8
604619	1209239	8	8
604781	1209563	8	8
604823	1209647	5	2
604973	1209947	2	5
605009	1210019	2	5
605051	1210103	8	8
605249	1210499	8	8
605261	1210523	2	5
605393	1210787	8	8
605543	1211087	5	2
605603	1211207	2	5
605639	1211279	2	5
605861	1211723	8	8
605921	1211843	5	2
606059	1212119	8	8
606113	1212227	8	8
606173	1212347	5	2
606341	1212683	2	5
606503	1213007	2	5
606971	1213943	2	5
607091	1214183	5	2
607109	1214219	5	2
607319	1214639	8	8
607331	1214663	2	5
607583	1215167	2	5
607619	1215239	2	5
607703	1215407	5	2
607823	1215647	8	8
607889	1215779	2	5
607961	1215923	2	5
608033	1216067	2	5
608273	1216547	8	8
608411	1216823	2	5
608423	1216847	5	2
608609	1217219	2	5
608831	1217663	8	8
608843	1217687	2	5
609233	1218467	5	2
609461	1218923	8	8
609743	1219487	2	5
609803	1219607	8	8
609809	1219619	5	2
609821	1219643	8	8
609923	1219847	2	5
609929	1219859	8	8
610163	1220327	8	8
610331	1220663	5	2
610391	1220783	2	5
610409	1220819	2	5
610541	1221083	8	8
610559	1221119	8	8
610583	1221167	5	2
610619	1221239	5	2
610721	1221443	8	8
610763	1221527	5	2
610829	1221659	8	8
611333	1222667	8	8
611483	1222967	5	2
611603	1223207	8	8
611729	1223459	8	8
611801	1223603	8	8
611939	1223879	2	5
611969	1223939	5	2
611993	1223987	2	5
612149	1224299	5	2
612173	1224347	2	5
612383	1224767	5	2
612611	1225223	8	8
613169	1226339	8	8
613523	1227047	2	5
613661	1227323	5	2
613829	1227659	2	5
613841	1227683	5	2
614093	1228187	5	2
614291	1228583	5	2
614639	1229279	2	5
614741	1229483	5	2
614759	1229519	5	2
615053	1230107	2	5
615269	1230539	2	5
615299	1230599	5	2
615431	1230863	2	5
615599	1231199	8	8
615623	1231247	5	2
615743	1231487	8	8
615773	1231547	2	5
615941	1231883	8	8
615971	1231943	2	5
616169	1232339	2	5
616439	1232879	2	5
616523	1233047	5	2
616589	1233179	8	8
616769	1233539	8	8
616793	1233587	5	2
616799	1233599	2	5
616943	1233887	2	5
616961	1233923	2	5
616991	1233983	5	2
617189	1234379	5	2
617231	1234463	2	5
617273	1234547	8	8
617531	1235063	5	2
617579	1235159	8	8
617651	1235303	8	8
617681	1235363	2	5
617723	1235447	8	8
618119	1236239	8	8
618311	1236623	2	5
618329	1236659	2	5
618413	1236827	5	2
618521	1237043	5	2
618581	1237163	2	5
618869	1237739	2	5
619373	1238747	2	5
619511	1239023	5	2
619589	1239179	2	5
620003	1240007	2	5
620099	1240199	8	8
620159	1240319	5	2
620261	1240523	8	8
620303	1240607	5	2
620351	1240703	8	8
620429	1240859	5	2
620519	1241039	5	2
620579	1241159	2	5
620813	1241627	2	5
620849	1241699	2	5
620909	1241819	8	8
620981	1241963	8	8
621059	1242119	5	2
621083	1242167	2	5
621473	1242947	5	2
621671	1243343	5	2
621779	1243559	5	2
621821	1243643	2	5
621941	1243883	5	2
621983	1243967	2	5
622019	1244039	2	5
622049	1244099	5	2
622091	1244183	2	5
622241	1244483	8	8
622301	1244603	5	2
622313	1244627	8	8
622493	1244987	8	8
622613	1245227	2	5
622889	1245779	8	8
623351	1246703	2	5
623531	1247063	2	5
623621	1247243	2	5
623723	1247447	5	2
623729	1247459	2	5
623879	1247759	8	8
623933	1247867	8	8
624119	1248239	5	2
624191	1248383	5	2
624203	1248407	8	8
624251	1248503	2	5
624509	1249019	8	8
624521	1249043	2	5
624593	1249187	2	5
625253	1250507	5	2
625589	1251179	8	8
625643	1251287	8	8
625661	1251323	8	8
625763	1251527	2	5
625871	1251743	2	5
625913	1251827	8	8
626051	1252103	2	5
626201	1252403	8	8
626261	1252523	5	2
626663	1253327	2	5
626861	1253723	2	5
627059	1254119	2	5
627089	1254179	5	2
627101	1254203	8	8
627251	1254503	5	2
627383	1254767	2	5
627449	1254899	5	2
627479	1254959	8	8
627491	1254983	2	5
627593	1255187	5	2
627953	1255907	5	2
628139	1256279	2	5
628289	1256579	8	8
628373	1256747	2	5
628679	1257359	2	5
628781	1257563	5	2
628913	1257827	2	5
629081	1258163	8	8
629171	1258343	8	8
629243	1258487	8	8
629483	1258967	5	2
629819	1259639	8	8
629963	1259927	8	8
630023	1260047	5	2
630029	1260059	2	5
630299	1260599	2	5
630713	1261427	2	5
630911	1261823	2	5
631181	1262363	2	5
631259	1262519	8	8
631271	1262543	2	5
631391	1262783	5	2
631409	1262819	5	2
631469	1262939	2	5
631619	1263239	8	8
631751	1263503	5	2
631901	1263803	2	5
631931	1263863	5	2
632321	1264643	8	8
632381	1264763	5	2
632393	1264787	8	8
632993	1265987	5	2
633053	1266107	2	5
633161	1266323	2	5
633263	1266527	5	2
633359	1266719	2	5
633383	1266767	8	8
633449	1266899	2	5
633599	1267199	8	8
633653	1267307	8	8
633953	1267907	2	5
634103	1268207	8	8
634223	1268447	2	5
634313	1268627	2	5
634373	1268747	8	8
634421	1268843	2	5
634643	1269287	8	8
634649	1269299	5	2
634841	1269683	8	8
634871	1269743	2	5
635039	1270079	8	8
635051	1270103	2	5
635249	1270499	2	5
635279	1270559	5	2
635333	1270667	5	2
635339	1270679	2	5
635471	1270943	8	8
635801	1271603	5	2
635969	1271939	2	5
636563	1273127	2	5
636731	1273463	8	8
636749	1273499	8	8
636953	1273907	5	2
637379	1274759	8	8
637601	1275203	5	2
637751	1275503	2	5
637781	1275563	5	2
637841	1275683	2	5
638051	1276103	5	2
638633	1277267	2	5
638861	1277723	5	2
638933	1277867	5	2
639053	1278107	8	8
639143	1278287	8	8
639263	1278527	2	5
639311	1278623	5	2
639329	1278659	5	2
639491	1278983	5	2
639713	1279427	2	5
639833	1279667	5	2
639839	1279679	2	5
639851	1279703	5	2
639911	1279823	2	5
639959	1279919	5	2
640259	1280519	8	8
640583	1281167	8	8
640631	1281263	2	5
640691	1281383	8	8
640793	1281587	2	5
640901	1281803	2	5
640949	1281899	5	2
641093	1282187	5	2
641213	1282427	8	8
641453	1282907	5	2
641471	1282943	5	2
641513	1283027	2	5
641549	1283099	2	5
641579	1283159	5	2
641969	1283939	8	8
642233	1284467	2	5
642623	1285247	5	2
642809	1285619	2	5
642881	1285763	2	5
642899	1285799	2	5
643073	1286147	5	2
643199	1286399	5	2
643403	1286807	2	5
643421	1286843	2	5
643469	1286939	5	2
643523	1287047	5	2
643589	1287179	8	8
643619	1287239	2	5
643661	1287323	8	8
643949	1287899	8	8
643991	1287983	5	2
644051	1288103	2	5
644123	1288247	2	5
644153	1288307	5	2
644411	1288823	2	5
644513	1289027	5	2
644519	1289039	2	5
644729	1289459	5	2
644783	1289567	5	2
644933	1289867	2	5
645041	1290083	2	5
645083	1290167	8	8
645149	1290299	2	5
645233	1290467	5	2
645329	1290659	2	5
645503	1291007	5	2
645581	1291163	2	5
645611	1291223	5	2
645941	1291883	2	5
646169	1292339	5	2
646193	1292387	2	5
646421	1292843	5	2
646619	1293239	5	2
646643	1293287	2	5
646823	1293647	2	5
646991	1293983	8	8
647099	1294199	8	8
647579	1295159	2	5
647609	1295219	5	2
647693	1295387	8	8
647723	1295447	2	5
647771	1295543	5	2
647891	1295783	8	8
648029	1296059	2	5
648293	1296587	5	2
648449	1296899	8	8
648509	1297019	5	2
648803	1297607	2	5
648863	1297727	8	8
649361	1298723	2	5
649529	1299059	8	8
649613	1299227	2	5
649661	1299323	5	2
649871	1299743	8	8
650099	1300199	2	5
650183	1300367	5	2
650291	1300583	5	2
650483	1300967	8	8
650549	1301099	2	5
650609	1301219	8	8
651191	1302383	5	2
651221	1302443	8	8
651281	1302563	5	2
651323	1302647	2	5
651401	1302803	8	8
651641	1303283	5	2
651869	1303739	8	8
652121	1304243	8	8
652343	1304687	5	2
652493	1304987	2	5
652871	1305743	2	5
653111	1306223	8	8
653561	1307123	8	8
653651	1307303	8	8
653963	1307927	5	2
654149	1308299	2	5
654161	1308323	5	2
654191	1308383	8	8
654233	1308467	5	2
654323	1308647	5	2
654539	1309079	5	2
654779	1309559	2	5
655043	1310087	5	2
655181	1310363	8	8
655289	1310579	8	8
655379	1310759	8	8
655643	1311287	2	5
655883	1311767	8	8
655961	1311923	5	2
656039	1312079	2	5
656171	1312343	8	8
656273	1312547	2	5
656291	1312583	2	5
656333	1312667	8	8
656423	1312847	8	8
656483	1312967	5	2
656609	1313219	5	2
656681	1313363	5	2
656783	1313567	8	8
656993	1313987	2	5
657071	1314143	8	8
657089	1314179	8	8
657269	1314539	8	8
657281	1314563	2	5
657383	1314767	5	2
657743	1315487	5	2
657911	1315823	2	5
657983	1315967	2	5
658139	1316279	5	2
658253	1316507	2	5
658319	1316639	5	2
658349	1316699	8	8
658613	1317227	2	5
658649	1317299	2	5
658841	1317683	5	2
658919	1317839	2	5
658943	1317887	8	8
659069	1318139	8	8
659189	1318379	2	5
659231	1318463	8	8
659783	1319567	2	5
659843	1319687	8	8
660053	1320107	2	5
660503	1321007	2	5
660659	1321319	5	2
660923	1321847	8	8
661109	1322219	5	2
661253	1322507	5	2
661373	1322747	8	8
661421	1322843	2	5
661481	1322963	8	8
661553	1323107	8	8
661889	1323779	2	5
661949	1323899	8	8
661961	1323923	2	5
662003	1324007	8	8
662111	1324223	8	8
662309	1324619	8	8
662339	1324679	2	5
662531	1325063	5	2
662591	1325183	2	5
662771	1325543	2	5
662789	1325579	2	5
662951	1325903	2	5
663191	1326383	8	8
663209	1326419	8	8
663599	1327199	2	5
663713	1327427	8	8
664043	1328087	5	2
664091	1328183	8	8
664109	1328219	8	8
664193	1328387	2	5
664253	1328507	8	8
664403	1328807	5	2
664421	1328843	5	2
664571	1329143	2	5
664679	1329359	2	5
664739	1329479	8	8
664799	1329599	5	2
664949	1329899	2	5
665051	1330103	5	2
665111	1330223	2	5
665279	1330559	8	8
665429	1330859	5	2
665603	1331207	8	8
665783	1331567	8	8
665789	1331579	5	2
665993	1331987	2	5
666023	1332047	5	2
666233	1332467	8	8
666773	1333547	8	8
666959	1333919	5	2
666983	1333967	2	5
667181	1334363	2	5
667211	1334423	5	2
667643	1335287	5	2
667781	1335563	8	8
667949	1335899	5	2
668009	1336019	2	5
668051	1336103	8	8
668093	1336187	5	2
668243	1336487	2	5
668273	1336547	5	2
668471	1336943	5	2
668513	1337027	2	5
668579	1337159	5	2
668813	1337627	5	2
669401	1338803	8	8
669611	1339223	2	5
670193	1340387	8	8
670223	1340447	2	5
670343	1340687	5	2
670511	1341023	2	5
670583	1341167	2	5
670853	1341707	2	5
670919	1341839	5	2
670931	1341863	8	8
670991	1341983	5	2
671003	1342007	8	8
671039	1342079	8	8
671081	1342163	5	2
671123	1342247	2	5
671141	1342283	2	5
671189	1342379	5	2
671201	1342403	8	8
671249	1342499	2	5
671369	1342739	5	2
671501	1343003	2	5
671591	1343183	2	5
671609	1343219	2	5
671981	1343963	5	2
672251	1344503	5	2
672323	1344647	5	2
672473	1344947	2	5
672779	1345559	2	5
673019	1346039	8	8
673091	1346183	8	8
673121	1346243	2	5
673223	1346447	5	2
673241	1346483	5	2
673499	1346999	2	5
673643	1347287	2	5
673793	1347587	8	8
673811	1347623	8	8
674123	1348247	5	2
674189	1348379	8	8
674273	1348547	2	5
674363	1348727	2	5
674501	1349003	5	2
674603	1349207	8	8
674669	1349339	2	5
674711	1349423	8	8
674903	1349807	2	5
675029	1350059	2	5
675539	1351079	8	8
675959	1351919	5	2
676061	1352123	8	8
676103	1352207	5	2
676391	1352783	5	2
676493	1352987	8	8
676589	1353179	5	2
676883	1353767	2	5
676919	1353839	2	5
676943	1353887	8	8
677021	1354043	5	2
677471	1354943	5	2
677531	1355063	2	5
677639	1355279	2	5
677681	1355363	8	8
678299	1356599	5	2
678329	1356659	8	8
678371	1356743	5	2
678581	1357163	8	8
678731	1357463	5	2
678773	1357547	2	5
678809	1357619	2	5
678941	1357883	8	8
678959	1357919	8	8
679229	1358459	8	8
679319	1358639	8	8
679403	1358807	2	5
679463	1358927	8	8
679733	1359467	8	8
679781	1359563	2	5
679823	1359647	8	8
679859	1359719	8	8
680129	1360259	8	8
680159	1360319	2	5
680681	1361363	2	5
681221	1362443	2	5
681773	1363547	5	2
681839	1363679	8	8
682151	1364303	5	2
682373	1364747	2	5
682673	1365347	5	2
682733	1365467	2	5
682751	1365503	2	5
683381	1366763	2	5
683453	1366907	2	5
683471	1366943	2	5
683489	1366979	2	5
683513	1367027	8	8
683759	1367519	2	5
683789	1367579	5	2
683843	1367687	5	2
683909	1367819	8	8
684221	1368443	5	2
684329	1368659	5	2
684419	1368839	5	2
684569	1369139	2	5
684713	1369427	2	5
684809	1369619	8	8
685031	1370063	5	2
685109	1370219	2	5
685361	1370723	2	5
685493	1370987	8	8
685631	1371263	2	5
685781	1371563	8	8
685973	1371947	2	5
686039	1372079	5	2
686051	1372103	8	8
686201	1372403	5	2
686333	1372667	2	5
686363	1372727	5	2
686513	1373027	2	5
687041	1374083	8	8
687341	1374683	2	5
687359	1374719	2	5
687413	1374827	2	5
687443	1374887	5	2
687521	1375043	2	5
687551	1375103	5	2
687773	1375547	2	5
687839	1375679	5	2
688073	1376147	5	2
688223	1376447	2	5
688511	1377023	2	5
688679	1377359	8	8
689033	1378067	2	5
689081	1378163	5	2
689093	1378187	8	8
689219	1378439	8	8
689411	1378823	2	5
689603	1379207	5	2
689693	1379387	5	2
689723	1379447	8	8
689789	1379579	2	5
689831	1379663	8	8
690281	1380563	8	8
690491	1380983	2	5
690719	1381439	5	2
690869	1381739	2	5
690929	1381859	8	8
690953	1381907	5	2
691079	1382159	5	2
691121	1382243	2	5
691409	1382819	2	5
691499	1382999	2	5
691661	1383323	2	5
691739	1383479	8	8
691829	1383659	8	8
691871	1383743	5	2
691973	1383947	8	8
691979	1383959	5	2
691991	1383983	8	8
692249	1384499	5	2
692309	1384619	2	5
692423	1384847	8	8
692459	1384919	8	8
692591	1385183	5	2
692651	1385303	2	5
692663	1385327	5	2
692729	1385459	8	8
692753	1385507	5	2
693041	1386083	5	2
693089	1386179	8	8
693431	1386863	8	8
693503	1387007	8	8
693629	1387259	8	8
693683	1387367	8	8
693701	1387403	8	8
694091	1388183	2	5
694313	1388627	8	8
694409	1388819	5	2
694481	1388963	5	2
694541	1389083	2	5
695021	1390043	5	2
695099	1390199	2	5
695141	1390283	8	8
695171	1390343	2	5
695309	1390619	5	2
695603	1391207	2	5
696263	1392527	5	2
696491	1392983	8	8
696809	1393619	2	5
696989	1393979	2	5
697013	1394027	8	8
697211	1394423	8	8
697373	1394747	8	8
697523	1395047	5	2
697583	1395167	2	5
697673	1395347	2	5
697733	1395467	8	8
698051	1396103	2	5
698111	1396223	8	8
698261	1396523	5	2
698273	1396547	8	8
698339	1396679	2	5
698531	1397063	5	2
698543	1397087	8	8
698669	1397339	8	8
698723	1397447	8	8
698891	1397783	5	2
699053	1398107	5	2
699113	1398227	2	5
699299	1398599	8	8
699641	1399283	8	8
699719	1399439	5	2
699791	1399583	5	2
700079	1400159	5	2
700211	1400423	2	5
700643	1401287	2	5
700811	1401623	8	8
700883	1401767	8	8
701009	1402019	8	8
701219	1402439	2	5
701399	1402799	2	5
701579	1403159	2	5
701699	1403399	5	2
701903	1403807	2	5
701951	1403903	5	2
701969	1403939	5	2
702239	1404479	5	2
702269	1404539	8	8
702503	1405007	8	8
702623	1405247	2	5
702671	1405343	5	2
702683	1405367	8	8
702701	1405403	8	8
702893	1405787	2	5
703193	1406387	5	2
703229	1406459	5	2
703463	1406927	5	2
703691	1407383	8	8
703733	1407467	5	2
704003	1408007	5	2
704183	1408367	5	2
704309	1408619	5	2
704393	1408787	8	8
704579	1409159	5	2
704603	1409207	2	5
704663	1409327	8	8
704771	1409543	8	8
704999	1409999	2	5
705011	1410023	5	2
705119	1410239	5	2
705293	1410587	8	8
705461	1410923	5	2
705521	1411043	2	5
705713	1411427	5	2
705779	1411559	8	8
705833	1411667	8	8
705863	1411727	2	5
705989	1411979	2	5
706109	1412219	5	2
706301	1412603	8	8
706763	1413527	2	5
706913	1413827	8	8
707153	1414307	5	2
707159	1414319	2	5
707669	1415339	8	8
707753	1415507	2	5
708023	1416047	2	5
708293	1416587	2	5
708839	1417679	8	8
708989	1417979	5	2
709211	1418423	2	5
709283	1418567	2	5
709433	1418867	8	8
709589	1419179	2	5
709679	1419359	2	5
709913	1419827	2	5
710441	1420883	8	8
710459	1420919	8	8
710483	1420967	5	2
710513	1421027	8	8
710519	1421039	5	2
710621	1421243	8	8
710813	1421627	2	5
710873	1421747	8	8
710933	1421867	5	2
711143	1422287	8	8
711209	1422419	2	5
711299	1422599	2	5
711563	1423127	5	2
711629	1423259	8	8
711653	1423307	5	2
711701	1423403	8	8
711731	1423463	2	5
711983	1423967	2	5
712199	1424399	2	5
712301	1424603	5	2
713021	1426043	5	2
713171	1426343	2	5
713183	1426367	5	2
713189	1426379	2	5
713309	1426619	5	2
713351	1426703	2	5
713831	1427663	5	2
713873	1427747	2	5
713939	1427879	5	2
713981	1427963	2	5
714443	1428887	5	2
714809	1429619	2	5
714881	1429763	2	5
714971	1429943	2	5
715031	1430063	8	8
715301	1430603	8	8
715439	1430879	2	5
715523	1431047	5	2
715889	1431779	2	5
715961	1431923	2	5
716279	1432559	5	2
716291	1432583	8	8
716351	1432703	5	2
716399	1432799	8	8
716861	1433723	2	5
716951	1433903	2	5
717011	1434023	8	8
717191	1434383	8	8
717413	1434827	5	2
717443	1434887	8	8
717539	1435079	5	2
717551	1435103	8	8
717581	1435163	2	5
717653	1435307	2	5
717803	1435607	8	8
718043	1436087	5	2
718169	1436339	5	2
718433	1436867	8	8
718661	1437323	2	5
718871	1437743	5	2
719189	1438379	8	8
719333	1438667	8	8
719441	1438883	8	8
719573	1439147	5	2
719633	1439267	2	5
719639	1439279	8	8
719723	1439447	2	5
719951	1439903	5	2
720053	1440107	8	8
720059	1440119	5	2
720101	1440203	2	5
720221	1440443	5	2
720311	1440623	5	2
720491	1440983	5	2
720683	1441367	8	8
721043	1442087	8	8
721079	1442159	8	8
721139	1442279	5	2
721163	1442327	2	5
721229	1442459	5	2
721529	1443059	8	8
721793	1443587	2	5
721859	1443719	5	2
722093	1444187	5	2
722411	1444823	8	8
722489	1444979	5	2
722783	1445567	2	5
722849	1445699	5	2
723029	1446059	5	2
723113	1446227	8	8
723119	1446239	5	2
723161	1446323	2	5
723293	1446587	8	8
723623	1447247	5	2
723791	1447583	2	5
724001	1448003	5	2
724211	1448423	8	8
724331	1448663	2	5
724583	1449167	2	5
724721	1449443	5	2
724781	1449563	2	5
724991	1449983	5	2
725009	1450019	5	2
725099	1450199	5	2
725423	1450847	5	2
725519	1451039	2	5
725801	1451603	5	2
726023	1452047	2	5
726101	1452203	8	8
726149	1452299	2	5
726191	1452383	8	8
726371	1452743	8	8
726413	1452827	5	2
726419	1452839	2	5
726431	1452863	5	2
726521	1453043	5	2
726611	1453223	5	2
726923	1453847	2	5
726941	1453883	2	5
727049	1454099	2	5
727169	1454339	5	2
727613	1455227	8	8
727691	1455383	5	2
727763	1455527	5	2
727781	1455563	5	2
727799	1455599	5	2
728333	1456667	8	8
728369	1456739	8	8
728471	1456943	2	5
728573	1457147	5	2
728681	1457363	5	2
728729	1457459	8	8
728831	1457663	2	5
728891	1457783	8	8
729329	1458659	5	2
729713	1459427	2	5
729719	1459439	8	8
729791	1459583	8	8
730049	1460099	5	2
730253	1460507	2	5
730283	1460567	5	2
730451	1460903	2	5
730589	1461179	5	2
730679	1461359	5	2
730781	1461563	8	8
730799	1461599	8	8
730811	1461623	2	5
731183	1462367	5	2
731201	1462403	5	2
731261	1462523	2	5
731369	1462739	2	5
731651	1463303	5	2
731729	1463459	2	5
731999	1463999	2	5
732191	1464383	5	2
732233	1464467	2	5
732449	1464899	2	5
732509	1465019	8	8
732533	1465067	5	2
732713	1465427	5	2
732761	1465523	8	8
732863	1465727	2	5
732911	1465823	5	2
732923	1465847	8	8
732971	1465943	2	5
733283	1466567	8	8
733301	1466603	8	8
733373	1466747	8	8
733391	1466783	8	8
733919	1467839	5	2
734273	1468547	8	8
734543	1469087	8	8
734759	1469519	8	8
734771	1469543	2	5
734813	1469627	8	8
735209	1470419	8	8
735341	1470683	5	2
735419	1470839	2	5
735473	1470947	2	5
735491	1470983	2	5
735653	1471307	2	5
735809	1471619	5	2
735953	1471907	5	2
736511	1473023	5	2
736691	1473383	5	2
736721	1473443	8	8
736871	1473743	5	2
737039	1474079	2	5
737129	1474259	2	5
737279	1474559	8	8
737351	1474703	8	8
737501	1475003	5	2
737573	1475147	5	2
737843	1475687	5	2
737921	1475843	2	5
738011	1476023	2	5
738401	1476803	5	2
738443	1476887	2	5
738791	1477583	8	8
738851	1477703	5	2
738953	1477907	8	8
738989	1477979	8	8
739031	1478063	5	2
739061	1478123	8	8
739103	1478207	5	2
739331	1478663	8	8
739379	1478759	2	5
739493	1478987	8	8
739523	1479047	2	5
739631	1479263	2	5
739943	1479887	8	8
740189	1480379	2	5
740321	1480643	8	8
740513	1481027	2	5
740549	1481099	2	5
740693	1481387	2	5
740801	1481603	2	5
740891	1481783	2	5
741011	1482023	5	2
741131	1482263	8	8
741413	1482827	2	5
741431	1482863	2	5
741479	1482959	5	2
741509	1483019	8	8
741593	1483187	2	5
741641	1483283	5	2
741869	1483739	8	8
741941	1483883	8	8
742151	1484303	2	5
742193	1484387	8	8
742229	1484459	8	8
742253	1484507	5	2
742289	1484579	5	2
742499	1484999	8	8
742673	1485347	2	5
743069	1486139	2	5
743111	1486223	8	8
743273	1486547	8	8
743423	1486847	5	2
743549	1487099	5	2
743579	1487159	8	8
743609	1487219	2	5
743933	1487867	2	5
744071	1488143	5	2
744083	1488167	8	8
744599	1489199	2	5
744641	1489283	8	8
744701	1489403	5	2
744833	1489667	2	5
745103	1490207	2	5
745133	1490267	5	2
745301	1490603	2	5
745649	1491299	8	8
745709	1491419	5	2
745859	1491719	2	5
745931	1491863	2	5
745973	1491947	8	8
746153	1492307	8	8
746171	1492343	8	8
746303	1492607	5	2
746411	1492823	5	2
746429	1492859	5	2
746723	1493447	2	5
746891	1493783	8	8
746939	1493879	2	5
746951	1493903	5	2
746981	1493963	8	8
747401	1494803	5	2
747731	1495463	2	5
747863	1495727	8	8
748019	1496039	2	5
748133	1496267	8	8
748199	1496399	2	5
748211	1496423	5	2
748271	1496543	2	5
748283	1496567	5	2
748361	1496723	2	5
748463	1496927	5	2
748613	1497227	2	5
748703	1497407	2	5
748829	1497659	2	5
749069	1498139	8	8
749219	1498439	5	2
750173	1500347	5	2
750203	1500407	8	8
750209	1500419	5	2
750383	1500767	8	8
750413	1500827	2	5
750419	1500839	8	8
750521	1501043	2	5
750653	1501307	8	8
750713	1501427	5	2
750749	1501499	5	2
750791	1501583	2	5
750803	1501607	5	2
750929	1501859	5	2
751319	1502639	8	8
751343	1502687	5	2
751379	1502759	5	2
751529	1503059	2	5
751631	1503263	5	2
751643	1503287	8	8
751739	1503479	5	2
751823	1503647	8	8
751841	1503683	8	8
752033	1504067	2	5
752093	1504187	8	8
752189	1504379	5	2
752291	1504583	8	8
752483	1504967	2	5
752639	1505279	5	2
752861	1505723	2	5
753143	1506287	5	2
753569	1507139	8	8
753689	1507379	2	5
753719	1507439	5	2
753743	1507487	2	5
753803	1507607	8	8
754073	1508147	8	8
754109	1508219	8	8
754289	1508579	8	8
754343	1508687	8	8
754703	1509407	8	8
754811	1509623	8	8
754829	1509659	8	8
754931	1509863	2	5
